FRECUENCIA;DIAMES;DIASEMANA;MESTEXTO;AÑO;VALOR
19 DIC 2018;19;miércoles;diciembre;2018;8769,10
20 DIC 2018;20;jueves;diciembre;2018;8596,50
21 DIC 2018;21;viernes;diciembre;2018;8556,80
24 DIC 2018;24;lunes;diciembre;2018;8480,60
25 DIC 2018;25;martes;diciembre;2018;-
26 DIC 2018;26;miércoles;diciembre;2018;-
27 DIC 2018;27;jueves;diciembre;2018;8363,90
28 DIC 2018;28;viernes;diciembre;2018;8493,70
31 DIC 2018;31;lunes;diciembre;2018;8539,90
01 ENE 2019;1;martes;enero;2019;-
02 ENE 2019;2;miércoles;enero;2019;8550,00
03 ENE 2019;3;jueves;enero;2019;8523,30
04 ENE 2019;4;viernes;enero;2019;8737,80
07 ENE 2019;7;lunes;enero;2019;8776,30
08 ENE 2019;8;martes;enero;2019;8847,30
09 ENE 2019;9;miércoles;enero;2019;8823,60
10 ENE 2019;10;jueves;enero;2019;8856,80
11 ENE 2019;11;viernes;enero;2019;8877,10
14 ENE 2019;14;lunes;enero;2019;8818,60
15 ENE 2019;15;martes;enero;2019;8850,10
16 ENE 2019;16;miércoles;enero;2019;8912,70
17 ENE 2019;17;jueves;enero;2019;8908,60
18 ENE 2019;18;viernes;enero;2019;9069,10
21 ENE 2019;21;lunes;enero;2019;9053,80
22 ENE 2019;22;martes;enero;2019;9037,50
23 ENE 2019;23;miércoles;enero;2019;9128,80
24 ENE 2019;24;jueves;enero;2019;9150,00
25 ENE 2019;25;viernes;enero;2019;9185,20
28 ENE 2019;28;lunes;enero;2019;9062,40
29 ENE 2019;29;martes;enero;2019;9119,10
30 ENE 2019;30;miércoles;enero;2019;9071,50
31 ENE 2019;31;jueves;enero;2019;9056,70
01 FEB 2019;1;viernes;febrero;2019;9019,40
04 FEB 2019;4;lunes;febrero;2019;8975,20
05 FEB 2019;5;martes;febrero;2019;9092,00
06 FEB 2019;6;miércoles;febrero;2019;9100,90
07 FEB 2019;7;jueves;febrero;2019;8938,30
08 FEB 2019;8;viernes;febrero;2019;8856,80
11 FEB 2019;11;lunes;febrero;2019;8936,40
12 FEB 2019;12;martes;febrero;2019;8983,10
13 FEB 2019;13;miércoles;febrero;2019;8982,40
14 FEB 2019;14;jueves;febrero;2019;8952,50
15 FEB 2019;15;viernes;febrero;2019;9123,20
18 FEB 2019;18;lunes;febrero;2019;9155,50
19 FEB 2019;19;martes;febrero;2019;9136,40
20 FEB 2019;20;miércoles;febrero;2019;9181,10
21 FEB 2019;21;jueves;febrero;2019;9191,20
22 FEB 2019;22;viernes;febrero;2019;9204,60
25 FEB 2019;25;lunes;febrero;2019;9204,30
26 FEB 2019;26;martes;febrero;2019;9227,20
27 FEB 2019;27;miércoles;febrero;2019;9211,70
28 FEB 2019;28;jueves;febrero;2019;9277,70
01 MAR 2019;1;viernes;marzo;2019;9267,70
04 MAR 2019;4;lunes;marzo;2019;9259,80
05 MAR 2019;5;martes;marzo;2019;9258,20
06 MAR 2019;6;miércoles;marzo;2019;9296,70
07 MAR 2019;7;jueves;marzo;2019;9249,90
08 MAR 2019;8;viernes;marzo;2019;9129,30
11 MAR 2019;11;lunes;marzo;2019;9171,90
12 MAR 2019;12;martes;marzo;2019;9161,70
13 MAR 2019;13;miércoles;marzo;2019;9192,70
14 MAR 2019;14;jueves;marzo;2019;9209,80
15 MAR 2019;15;viernes;marzo;2019;9342,20
18 MAR 2019;18;lunes;marzo;2019;9409,10
19 MAR 2019;19;martes;marzo;2019;9492,30
20 MAR 2019;20;miércoles;marzo;2019;9405,60
21 MAR 2019;21;jueves;marzo;2019;9355,60
22 MAR 2019;22;viernes;marzo;2019;9199,40
25 MAR 2019;25;lunes;marzo;2019;9179,90
26 MAR 2019;26;martes;marzo;2019;9183,10
27 MAR 2019;27;miércoles;marzo;2019;9229,90
28 MAR 2019;28;jueves;marzo;2019;9174,70
29 MAR 2019;29;viernes;marzo;2019;9240,30
01 ABR 2019;1;lunes;abril;2019;9341,70
02 ABR 2019;2;martes;abril;2019;9363,50
03 ABR 2019;3;miércoles;abril;2019;9487,80
04 ABR 2019;4;jueves;abril;2019;9534,10
05 ABR 2019;5;viernes;abril;2019;9510,30
08 ABR 2019;8;lunes;abril;2019;9437,70
09 ABR 2019;9;martes;abril;2019;9407,80
10 ABR 2019;10;miércoles;abril;2019;9406,50
11 ABR 2019;11;jueves;abril;2019;9445,40
12 ABR 2019;12;viernes;abril;2019;9468,50
15 ABR 2019;15;lunes;abril;2019;9497,10
16 ABR 2019;16;martes;abril;2019;9497,30
17 ABR 2019;17;miércoles;abril;2019;9549,80
18 ABR 2019;18;jueves;abril;2019;9581,90
19 ABR 2019;19;viernes;abril;2019;-
22 ABR 2019;22;lunes;abril;2019;-
23 ABR 2019;23;martes;abril;2019;9527,20
24 ABR 2019;24;miércoles;abril;2019;9456,40
25 ABR 2019;25;jueves;abril;2019;9501,20
26 ABR 2019;26;viernes;abril;2019;9506,00
29 ABR 2019;29;lunes;abril;2019;9517,20
30 ABR 2019;30;martes;abril;2019;9570,60
01 MAY 2019;1;miércoles;mayo;2019;-
02 MAY 2019;2;jueves;mayo;2019;9418,20
03 MAY 2019;3;viernes;mayo;2019;9409,60
06 MAY 2019;6;lunes;mayo;2019;9331,00
07 MAY 2019;7;martes;mayo;2019;9235,10
08 MAY 2019;8;miércoles;mayo;2019;9227,00
09 MAY 2019;9;jueves;mayo;2019;9095,20
10 MAY 2019;10;viernes;mayo;2019;9117,50
13 MAY 2019;13;lunes;mayo;2019;9046,80
14 MAY 2019;14;martes;mayo;2019;9127,60
15 MAY 2019;15;miércoles;mayo;2019;9177,10
16 MAY 2019;16;jueves;mayo;2019;9304,30
17 MAY 2019;17;viernes;mayo;2019;9280,10
20 MAY 2019;20;lunes;mayo;2019;9199,70
21 MAY 2019;21;martes;mayo;2019;9239,10
22 MAY 2019;22;miércoles;mayo;2019;9232,20
23 MAY 2019;23;jueves;mayo;2019;9114,00
24 MAY 2019;24;viernes;mayo;2019;9174,60
27 MAY 2019;27;lunes;mayo;2019;9216,40
28 MAY 2019;28;martes;mayo;2019;9191,80
29 MAY 2019;29;miércoles;mayo;2019;9080,50
30 MAY 2019;30;jueves;mayo;2019;9157,80
31 MAY 2019;31;viernes;mayo;2019;9004,20
03 JUN 2019;3;lunes;junio;2019;9022,80
04 JUN 2019;4;martes;junio;2019;9117,60
05 JUN 2019;5;miércoles;junio;2019;9150,50
06 JUN 2019;6;jueves;junio;2019;9169,20
07 JUN 2019;7;viernes;junio;2019;9236,10
10 JUN 2019;10;lunes;junio;2019;9294,10
11 JUN 2019;11;martes;junio;2019;9282,10
12 JUN 2019;12;miércoles;junio;2019;9238,50
13 JUN 2019;13;jueves;junio;2019;9247,10
14 JUN 2019;14;viernes;junio;2019;9194,20
17 JUN 2019;17;lunes;junio;2019;9131,70
18 JUN 2019;18;martes;junio;2019;9240,70
19 JUN 2019;19;miércoles;junio;2019;9231,20
20 JUN 2019;20;jueves;junio;2019;9208,50
21 JUN 2019;21;viernes;junio;2019;9227,20
24 JUN 2019;24;lunes;junio;2019;9192,50
25 JUN 2019;25;martes;junio;2019;9159,80
26 JUN 2019;26;miércoles;junio;2019;9157,40
27 JUN 2019;27;jueves;junio;2019;9147,80
28 JUN 2019;28;viernes;junio;2019;9198,80
01 JUL 2019;1;lunes;julio;2019;9264,60
02 JUL 2019;2;martes;julio;2019;9281,50
03 JUL 2019;3;miércoles;julio;2019;9394,40
04 JUL 2019;4;jueves;julio;2019;9401,00
05 JUL 2019;5;viernes;julio;2019;9335,00
08 JUL 2019;8;lunes;julio;2019;9284,70
09 JUL 2019;9;martes;julio;2019;9273,90
10 JUL 2019;10;miércoles;julio;2019;9252,90
11 JUL 2019;11;jueves;julio;2019;9280,30
12 JUL 2019;12;viernes;julio;2019;9293,20
15 JUL 2019;15;lunes;julio;2019;9323,60
16 JUL 2019;16;martes;julio;2019;9377,10
17 JUL 2019;17;miércoles;julio;2019;9284,20
18 JUL 2019;18;jueves;julio;2019;9225,70
19 JUL 2019;19;viernes;julio;2019;9170,50
22 JUL 2019;22;lunes;julio;2019;9163,50
23 JUL 2019;23;martes;julio;2019;9281,60
24 JUL 2019;24;miércoles;julio;2019;9329,70
25 JUL 2019;25;jueves;julio;2019;9289,90
26 JUL 2019;26;viernes;julio;2019;9225,50
29 JUL 2019;29;lunes;julio;2019;9215,40
30 JUL 2019;30;martes;julio;2019;8986,60
31 JUL 2019;31;miércoles;julio;2019;8971,00
01 AGO 2019;1;jueves;agosto;2019;9038,20
02 AGO 2019;2;viernes;agosto;2019;8897,60
05 AGO 2019;5;lunes;agosto;2019;8777,20
06 AGO 2019;6;martes;agosto;2019;8699,40
07 AGO 2019;7;miércoles;agosto;2019;8746,10
08 AGO 2019;8;jueves;agosto;2019;8869,00
09 AGO 2019;9;viernes;agosto;2019;8757,80
12 AGO 2019;12;lunes;agosto;2019;8676,40
13 AGO 2019;13;martes;agosto;2019;8695,10
14 AGO 2019;14;miércoles;agosto;2019;8522,70
15 AGO 2019;15;jueves;agosto;2019;8519,00
16 AGO 2019;16;viernes;agosto;2019;8670,40
19 AGO 2019;19;lunes;agosto;2019;8733,30
20 AGO 2019;20;martes;agosto;2019;8618,30
21 AGO 2019;21;miércoles;agosto;2019;8701,50
22 AGO 2019;22;jueves;agosto;2019;8716,40
23 AGO 2019;23;viernes;agosto;2019;8649,50
26 AGO 2019;26;lunes;agosto;2019;8679,20
27 AGO 2019;27;martes;agosto;2019;8728,90
28 AGO 2019;28;miércoles;agosto;2019;8747,10
29 AGO 2019;29;jueves;agosto;2019;8794,30
30 AGO 2019;30;viernes;agosto;2019;8812,90
02 SEP 2019;2;lunes;septiembre;2019;8815,50
03 SEP 2019;3;martes;septiembre;2019;8809,20
04 SEP 2019;4;miércoles;septiembre;2019;8856,60
05 SEP 2019;5;jueves;septiembre;2019;8992,70
06 SEP 2019;6;viernes;septiembre;2019;8990,10
09 SEP 2019;9;lunes;septiembre;2019;9010,60
10 SEP 2019;10;martes;septiembre;2019;9078,20
11 SEP 2019;11;miércoles;septiembre;2019;9059,50
12 SEP 2019;12;jueves;septiembre;2019;9082,30
13 SEP 2019;13;viernes;septiembre;2019;9137,90
16 SEP 2019;16;lunes;septiembre;2019;9052,00
17 SEP 2019;17;martes;septiembre;2019;9004,20
18 SEP 2019;18;miércoles;septiembre;2019;9031,70
19 SEP 2019;19;jueves;septiembre;2019;9136,00
20 SEP 2019;20;viernes;septiembre;2019;9179,00
23 SEP 2019;23;lunes;septiembre;2019;9093,60
24 SEP 2019;24;martes;septiembre;2019;9118,20
25 SEP 2019;25;miércoles;septiembre;2019;9085,30
26 SEP 2019;26;jueves;septiembre;2019;9129,70
27 SEP 2019;27;viernes;septiembre;2019;9184,10
30 SEP 2019;30;lunes;septiembre;2019;9244,60
01 OCT 2019;1;martes;octubre;2019;9165,90
02 OCT 2019;2;miércoles;octubre;2019;8912,20
03 OCT 2019;3;jueves;octubre;2019;8902,20
04 OCT 2019;4;viernes;octubre;2019;8961,80
07 OCT 2019;7;lunes;octubre;2019;9044,10
08 OCT 2019;8;martes;octubre;2019;8940,10
09 OCT 2019;9;miércoles;octubre;2019;8991,90
10 OCT 2019;10;jueves;octubre;2019;9104,40
11 OCT 2019;11;viernes;octubre;2019;9273,80
14 OCT 2019;14;lunes;octubre;2019;9246,50
15 OCT 2019;15;martes;octubre;2019;9356,10
16 OCT 2019;16;miércoles;octubre;2019;9386,70
17 OCT 2019;17;jueves;octubre;2019;9340,00
18 OCT 2019;18;viernes;octubre;2019;9329,80
21 OCT 2019;21;lunes;octubre;2019;9402,30
22 OCT 2019;22;martes;octubre;2019;9380,20
23 OCT 2019;23;miércoles;octubre;2019;9385,00
24 OCT 2019;24;jueves;octubre;2019;9391,80
25 OCT 2019;25;viernes;octubre;2019;9430,20
28 OCT 2019;28;lunes;octubre;2019;9433,00
29 OCT 2019;29;martes;octubre;2019;9400,10
30 OCT 2019;30;miércoles;octubre;2019;9284,50
31 OCT 2019;31;jueves;octubre;2019;9257,50
01 NOV 2019;1;viernes;noviembre;2019;9328,00
04 NOV 2019;4;lunes;noviembre;2019;9416,40
05 NOV 2019;5;martes;noviembre;2019;9407,90
06 NOV 2019;6;miércoles;noviembre;2019;9398,40
07 NOV 2019;7;jueves;noviembre;2019;9447,30
08 NOV 2019;8;viernes;noviembre;2019;9393,70
11 NOV 2019;11;lunes;noviembre;2019;9388,50
12 NOV 2019;12;martes;noviembre;2019;9306,70
13 NOV 2019;13;miércoles;noviembre;2019;9194,50
14 NOV 2019;14;jueves;noviembre;2019;9173,30
15 NOV 2019;15;viernes;noviembre;2019;9261,40
18 NOV 2019;18;lunes;noviembre;2019;9258,00
19 NOV 2019;19;martes;noviembre;2019;9259,20
20 NOV 2019;20;miércoles;noviembre;2019;9225,40
21 NOV 2019;21;jueves;noviembre;2019;9214,00
22 NOV 2019;22;viernes;noviembre;2019;9254,70
25 NOV 2019;25;lunes;noviembre;2019;9319,90
26 NOV 2019;26;martes;noviembre;2019;9324,80
27 NOV 2019;27;miércoles;noviembre;2019;9362,70
28 NOV 2019;28;jueves;noviembre;2019;9359,00
29 NOV 2019;29;viernes;noviembre;2019;9352,00
02 DIC 2019;2;lunes;diciembre;2019;9156,30
03 DIC 2019;3;martes;diciembre;2019;9135,70
04 DIC 2019;4;miércoles;diciembre;2019;9270,80
05 DIC 2019;5;jueves;diciembre;2019;9243,40
06 DIC 2019;6;viernes;diciembre;2019;9382,70
09 DIC 2019;9;lunes;diciembre;2019;9354,60
10 DIC 2019;10;martes;diciembre;2019;9321,10
11 DIC 2019;11;miércoles;diciembre;2019;9392,50
12 DIC 2019;12;jueves;diciembre;2019;9468,50
13 DIC 2019;13;viernes;diciembre;2019;9563,70
16 DIC 2019;16;lunes;diciembre;2019;9680,60
17 DIC 2019;17;martes;diciembre;2019;9615,90
18 DIC 2019;18;miércoles;diciembre;2019;9621,80
19 DIC 2019;19;jueves;diciembre;2019;9617,20
20 DIC 2019;20;viernes;diciembre;2019;9675,50
23 DIC 2019;23;lunes;diciembre;2019;9659,60
24 DIC 2019;24;martes;diciembre;2019;9661,80
25 DIC 2019;25;miércoles;diciembre;2019;-
26 DIC 2019;26;jueves;diciembre;2019;-
27 DIC 2019;27;viernes;diciembre;2019;9700,50
30 DIC 2019;30;lunes;diciembre;2019;9612,60
31 DIC 2019;31;martes;diciembre;2019;9549,20
01 ENE 2020;1;miércoles;enero;2020;-
02 ENE 2020;2;jueves;enero;2020;9691,20
03 ENE 2020;3;viernes;enero;2020;9646,60
06 ENE 2020;6;lunes;enero;2020;9600,90
07 ENE 2020;7;martes;enero;2020;9579,80
08 ENE 2020;8;miércoles;enero;2020;9591,40
09 ENE 2020;9;jueves;enero;2020;9581,80
10 ENE 2020;10;viernes;enero;2020;9573,60
13 ENE 2020;13;lunes;enero;2020;9543,90
14 ENE 2020;14;martes;enero;2020;9528,30
15 ENE 2020;15;miércoles;enero;2020;9511,70
16 ENE 2020;16;jueves;enero;2020;9572,50
17 ENE 2020;17;viernes;enero;2020;9681,30
20 ENE 2020;20;lunes;enero;2020;9658,80
21 ENE 2020;21;martes;enero;2020;9611,30
22 ENE 2020;22;miércoles;enero;2020;9573,70
23 ENE 2020;23;jueves;enero;2020;9518,50
24 ENE 2020;24;viernes;enero;2020;9562,00
27 ENE 2020;27;lunes;enero;2020;9366,30
28 ENE 2020;28;martes;enero;2020;9484,20
29 ENE 2020;29;miércoles;enero;2020;9546,70
30 ENE 2020;30;jueves;enero;2020;9477,90
31 ENE 2020;31;viernes;enero;2020;9367,90
03 FEB 2020;3;lunes;febrero;2020;9404,70
04 FEB 2020;4;martes;febrero;2020;9562,90
05 FEB 2020;5;miércoles;febrero;2020;9717,80
06 FEB 2020;6;jueves;febrero;2020;9811,30
07 FEB 2020;7;viernes;febrero;2020;9811,00
10 FEB 2020;10;lunes;febrero;2020;9816,00
11 FEB 2020;11;martes;febrero;2020;9882,60
12 FEB 2020;12;miércoles;febrero;2020;9940,40
13 FEB 2020;13;jueves;febrero;2020;9909,80
14 FEB 2020;14;viernes;febrero;2020;9956,80
17 FEB 2020;17;lunes;febrero;2020;10022,20
18 FEB 2020;18;martes;febrero;2020;10005,80
19 FEB 2020;19;miércoles;febrero;2020;10083,60
20 FEB 2020;20;jueves;febrero;2020;9931,00
21 FEB 2020;21;viernes;febrero;2020;9886,20
24 FEB 2020;24;lunes;febrero;2020;9483,50
25 FEB 2020;25;martes;febrero;2020;9250,80
26 FEB 2020;26;miércoles;febrero;2020;9316,80
27 FEB 2020;27;jueves;febrero;2020;8985,90
28 FEB 2020;28;viernes;febrero;2020;8723,20
02 MAR 2020;2;lunes;marzo;2020;8741,50
03 MAR 2020;3;martes;marzo;2020;8811,60
04 MAR 2020;4;miércoles;marzo;2020;8910,00
05 MAR 2020;5;jueves;marzo;2020;8683,00
06 MAR 2020;6;viernes;marzo;2020;8375,60
09 MAR 2020;9;lunes;marzo;2020;7708,70
10 MAR 2020;10;martes;marzo;2020;7461,50
11 MAR 2020;11;miércoles;marzo;2020;7436,40
12 MAR 2020;12;jueves;marzo;2020;6390,90
13 MAR 2020;13;viernes;marzo;2020;6629,60
16 MAR 2020;16;lunes;marzo;2020;6107,20
17 MAR 2020;17;martes;marzo;2020;6498,50
18 MAR 2020;18;miércoles;marzo;2020;6274,80
19 MAR 2020;19;jueves;marzo;2020;6395,80
20 MAR 2020;20;viernes;marzo;2020;6443,30
23 MAR 2020;23;lunes;marzo;2020;6230,20
24 MAR 2020;24;martes;marzo;2020;6717,30
25 MAR 2020;25;miércoles;marzo;2020;6942,40
26 MAR 2020;26;jueves;marzo;2020;7033,20
27 MAR 2020;27;viernes;marzo;2020;6777,90
30 MAR 2020;30;lunes;marzo;2020;6659,90
31 MAR 2020;31;martes;marzo;2020;6785,40
01 ABR 2020;1;miércoles;abril;2020;6579,40
02 ABR 2020;2;jueves;abril;2020;6574,10
03 ABR 2020;3;viernes;abril;2020;6581,60
06 ABR 2020;6;lunes;abril;2020;6844,30
07 ABR 2020;7;martes;abril;2020;7002,00
08 ABR 2020;8;miércoles;abril;2020;6951,80
09 ABR 2020;9;jueves;abril;2020;7070,60
10 ABR 2020;10;viernes;abril;2020;-
13 ABR 2020;13;lunes;abril;2020;-
14 ABR 2020;14;martes;abril;2020;7108,60
15 ABR 2020;15;miércoles;abril;2020;6839,50
16 ABR 2020;16;jueves;abril;2020;6763,40
17 ABR 2020;17;viernes;abril;2020;6875,80
20 ABR 2020;20;lunes;abril;2020;6831,50
21 ABR 2020;21;martes;abril;2020;6634,90
22 ABR 2020;22;miércoles;abril;2020;6719,80
23 ABR 2020;23;jueves;abril;2020;6746,50
24 ABR 2020;24;viernes;abril;2020;6613,90
27 ABR 2020;27;lunes;abril;2020;6731,80
28 ABR 2020;28;martes;abril;2020;6836,40
29 ABR 2020;29;miércoles;abril;2020;7055,70
30 ABR 2020;30;jueves;abril;2020;6922,30
01 MAY 2020;1;viernes;mayo;2020;-
04 MAY 2020;4;lunes;mayo;2020;6673,30
05 MAY 2020;5;martes;mayo;2020;6747,70
06 MAY 2020;6;miércoles;mayo;2020;6671,70
07 MAY 2020;7;jueves;mayo;2020;6730,90
08 MAY 2020;8;viernes;mayo;2020;6783,10
11 MAY 2020;11;lunes;mayo;2020;6672,20
12 MAY 2020;12;martes;mayo;2020;6762,70
13 MAY 2020;13;miércoles;mayo;2020;6631,40
14 MAY 2020;14;jueves;mayo;2020;6545,60
15 MAY 2020;15;viernes;mayo;2020;6474,90
18 MAY 2020;18;lunes;mayo;2020;6779,30
19 MAY 2020;19;martes;mayo;2020;6609,10
20 MAY 2020;20;miércoles;mayo;2020;6683,60
21 MAY 2020;21;jueves;mayo;2020;6686,10
22 MAY 2020;22;viernes;mayo;2020;6697,50
25 MAY 2020;25;lunes;mayo;2020;6856,80
26 MAY 2020;26;martes;mayo;2020;7003,90
27 MAY 2020;27;miércoles;mayo;2020;7174,50
28 MAY 2020;28;jueves;mayo;2020;7224,10
29 MAY 2020;29;viernes;mayo;2020;7096,50
01 JUN 2020;1;lunes;junio;2020;7221,40
02 JUN 2020;2;martes;junio;2020;7408,10
03 JUN 2020;3;miércoles;junio;2020;7626,40
04 JUN 2020;4;jueves;junio;2020;7566,80
05 JUN 2020;5;viernes;junio;2020;7872,60
08 JUN 2020;8;lunes;junio;2020;7896,10
09 JUN 2020;9;martes;junio;2020;7752,30
10 JUN 2020;10;miércoles;junio;2020;7663,90
11 JUN 2020;11;jueves;junio;2020;7278,00
12 JUN 2020;12;viernes;junio;2020;7292,70
15 JUN 2020;15;lunes;junio;2020;7259,30
16 JUN 2020;16;martes;junio;2020;7495,30
17 JUN 2020;17;miércoles;junio;2020;7478,70
18 JUN 2020;18;jueves;junio;2020;7390,20
19 JUN 2020;19;viernes;junio;2020;7414,20
22 JUN 2020;22;lunes;junio;2020;7345,70
23 JUN 2020;23;martes;junio;2020;7438,40
24 JUN 2020;24;miércoles;junio;2020;7195,50
25 JUN 2020;25;jueves;junio;2020;7270,30
26 JUN 2020;26;viernes;junio;2020;7178,40
29 JUN 2020;29;lunes;junio;2020;7278,10
30 JUN 2020;30;martes;junio;2020;7231,40
01 JUL 2020;1;miércoles;julio;2020;7227,40
02 JUL 2020;2;jueves;julio;2020;7498,60
03 JUL 2020;3;viernes;julio;2020;7403,50
06 JUL 2020;6;lunes;julio;2020;7556,20
07 JUL 2020;7;martes;julio;2020;7447,40
08 JUL 2020;8;miércoles;julio;2020;7326,40
09 JUL 2020;9;jueves;julio;2020;7236,90
10 JUL 2020;10;viernes;julio;2020;7321,10
13 JUL 2020;13;lunes;julio;2020;7426,90
14 JUL 2020;14;martes;julio;2020;7352,00
15 JUL 2020;15;miércoles;julio;2020;7487,60
16 JUL 2020;16;jueves;julio;2020;7474,70
17 JUL 2020;17;viernes;julio;2020;7440,40
20 JUL 2020;20;lunes;julio;2020;7478,00
21 JUL 2020;21;martes;julio;2020;7494,50
22 JUL 2020;22;miércoles;julio;2020;7390,10
23 JUL 2020;23;jueves;julio;2020;7384,90
24 JUL 2020;24;viernes;julio;2020;7294,70
27 JUL 2020;27;lunes;julio;2020;7170,60
28 JUL 2020;28;martes;julio;2020;7246,40
29 JUL 2020;29;miércoles;julio;2020;7206,20
30 JUL 2020;30;jueves;julio;2020;6996,60
31 JUL 2020;31;viernes;julio;2020;6877,40
03 AGO 2020;3;lunes;agosto;2020;6975,00
04 AGO 2020;4;martes;agosto;2020;7021,60
05 AGO 2020;5;miércoles;agosto;2020;7039,70
06 AGO 2020;6;jueves;agosto;2020;6957,90
07 AGO 2020;7;viernes;agosto;2020;6950,50
10 AGO 2020;10;lunes;agosto;2020;7053,90
11 AGO 2020;11;martes;agosto;2020;7263,50
12 AGO 2020;12;miércoles;agosto;2020;7296,00
13 AGO 2020;13;jueves;agosto;2020;7250,50
14 AGO 2020;14;viernes;agosto;2020;7154,30
17 AGO 2020;17;lunes;agosto;2020;7090,10
18 AGO 2020;18;martes;agosto;2020;7043,50
19 AGO 2020;19;miércoles;agosto;2020;7094,30
20 AGO 2020;20;jueves;agosto;2020;6993,30
21 AGO 2020;21;viernes;agosto;2020;6982,10
24 AGO 2020;24;lunes;agosto;2020;7109,10
25 AGO 2020;25;martes;agosto;2020;7108,40
26 AGO 2020;26;miércoles;agosto;2020;7123,00
27 AGO 2020;27;jueves;agosto;2020;7090,70
28 AGO 2020;28;viernes;agosto;2020;7133,00
31 AGO 2020;31;lunes;agosto;2020;6969,50
01 SEP 2020;1;martes;septiembre;2020;6956,90
02 SEP 2020;2;miércoles;septiembre;2020;6996,90
03 SEP 2020;3;jueves;septiembre;2020;7006,00
04 SEP 2020;4;viernes;septiembre;2020;6989,70
07 SEP 2020;7;lunes;septiembre;2020;7080,70
08 SEP 2020;8;martes;septiembre;2020;6955,00
09 SEP 2020;9;miércoles;septiembre;2020;7020,90
10 SEP 2020;10;jueves;septiembre;2020;6999,20
11 SEP 2020;11;viernes;septiembre;2020;6943,20
14 SEP 2020;14;lunes;septiembre;2020;6951,10
15 SEP 2020;15;martes;septiembre;2020;7036,00
16 SEP 2020;16;miércoles;septiembre;2020;7110,80
17 SEP 2020;17;jueves;septiembre;2020;7086,20
18 SEP 2020;18;viernes;septiembre;2020;6929,80
21 SEP 2020;21;lunes;septiembre;2020;6692,30
22 SEP 2020;22;martes;septiembre;2020;6648,60
23 SEP 2020;23;miércoles;septiembre;2020;6654,20
24 SEP 2020;24;jueves;septiembre;2020;6643,40
25 SEP 2020;25;viernes;septiembre;2020;6628,30
28 SEP 2020;28;lunes;septiembre;2020;6791,50
29 SEP 2020;29;martes;septiembre;2020;6713,60
30 SEP 2020;30;miércoles;septiembre;2020;6716,60
01 OCT 2020;1;jueves;octubre;2020;6730,70
02 OCT 2020;2;viernes;octubre;2020;6754,50
05 OCT 2020;5;lunes;octubre;2020;6837,90
06 OCT 2020;6;martes;octubre;2020;6936,20
07 OCT 2020;7;miércoles;octubre;2020;6910,10
08 OCT 2020;8;jueves;octubre;2020;6992,80
09 OCT 2020;9;viernes;octubre;2020;6950,90
12 OCT 2020;12;lunes;octubre;2020;6951,00
13 OCT 2020;13;martes;octubre;2020;6875,20
14 OCT 2020;14;miércoles;octubre;2020;6916,60
15 OCT 2020;15;jueves;octubre;2020;6816,80
16 OCT 2020;16;viernes;octubre;2020;6849,70
19 OCT 2020;19;lunes;octubre;2020;6860,20
20 OCT 2020;20;martes;octubre;2020;6927,30
21 OCT 2020;21;miércoles;octubre;2020;6811,50
22 OCT 2020;22;jueves;octubre;2020;6796,60
23 OCT 2020;23;viernes;octubre;2020;6893,40
26 OCT 2020;26;lunes;octubre;2020;6796,90
27 OCT 2020;27;martes;octubre;2020;6651,30
28 OCT 2020;28;miércoles;octubre;2020;6474,40
29 OCT 2020;29;jueves;octubre;2020;6411,80
30 OCT 2020;30;viernes;octubre;2020;6452,20
02 NOV 2020;2;lunes;noviembre;2020;6585,60
03 NOV 2020;3;martes;noviembre;2020;6751,60
04 NOV 2020;4;miércoles;noviembre;2020;6781,90
05 NOV 2020;5;jueves;noviembre;2020;6924,20
06 NOV 2020;6;viernes;noviembre;2020;6870,40
09 NOV 2020;9;lunes;noviembre;2020;7459,40
10 NOV 2020;10;martes;noviembre;2020;7711,40
11 NOV 2020;11;miércoles;noviembre;2020;7793,70
12 NOV 2020;12;jueves;noviembre;2020;7726,00
13 NOV 2020;13;viernes;noviembre;2020;7783,70
16 NOV 2020;16;lunes;noviembre;2020;7986,20
17 NOV 2020;17;martes;noviembre;2020;7934,30
18 NOV 2020;18;miércoles;noviembre;2020;7981,50
19 NOV 2020;19;jueves;noviembre;2020;7930,20
20 NOV 2020;20;viernes;noviembre;2020;7977,90
23 NOV 2020;23;lunes;noviembre;2020;7981,20
24 NOV 2020;24;martes;noviembre;2020;8143,20
25 NOV 2020;25;miércoles;noviembre;2020;8164,70
26 NOV 2020;26;jueves;noviembre;2020;8104,60
27 NOV 2020;27;viernes;noviembre;2020;8190,70
30 NOV 2020;30;lunes;noviembre;2020;8076,90
01 DIC 2020;1;martes;diciembre;2020;8140,80
02 DIC 2020;2;miércoles;diciembre;2020;8220,80
03 DIC 2020;3;jueves;diciembre;2020;8200,70
04 DIC 2020;4;viernes;diciembre;2020;8322,90
07 DIC 2020;7;lunes;diciembre;2020;8275,60
08 DIC 2020;8;martes;diciembre;2020;8227,60
09 DIC 2020;9;miércoles;diciembre;2020;8235,30
10 DIC 2020;10;jueves;diciembre;2020;8182,30
11 DIC 2020;11;viernes;diciembre;2020;8063,10
14 DIC 2020;14;lunes;diciembre;2020;8140,80
15 DIC 2020;15;martes;diciembre;2020;8152,40
