,diames,diasemana,mestexto,año,valor
2004-12-10,25,miércoles,abril,2007,14620.4
2004-12-11,26,jueves,abril,2007,14611.0
2004-12-12,27,viernes,abril,2007,14403.6
2004-12-13,30,lunes,abril,2007,14374.6
2004-12-15,2,miércoles,mayo,2007,14416.9
2004-12-16,3,jueves,mayo,2007,14395.6
2004-12-17,4,viernes,mayo,2007,14620.3
2004-12-18,7,lunes,mayo,2007,14672.1
2004-12-19,8,martes,mayo,2007,14556.7
2004-12-20,9,miércoles,mayo,2007,14609.4
2004-12-21,10,jueves,mayo,2007,14575.4
2004-12-22,11,viernes,mayo,2007,14736.3
2004-12-23,14,lunes,mayo,2007,14686.0
2004-12-24,15,martes,mayo,2007,14824.2
2004-12-25,16,miércoles,mayo,2007,14918.8
2004-12-26,17,jueves,mayo,2007,14968.2
2004-12-27,18,viernes,mayo,2007,15068.4
2004-12-28,21,lunes,mayo,2007,15055.5
2004-12-29,22,martes,mayo,2007,15070.9
2004-12-30,23,miércoles,mayo,2007,15223.9
2004-12-31,24,jueves,mayo,2007,15094.9
2005-01-01,25,viernes,mayo,2007,15053.2
2005-01-02,28,lunes,mayo,2007,15124.6
2005-01-03,29,martes,mayo,2007,15188.6
2005-01-04,30,miércoles,mayo,2007,15137.3
2005-01-05,31,jueves,mayo,2007,15329.4
2005-01-06,1,viernes,junio,2007,15501.5
2005-01-07,4,lunes,junio,2007,15414.3
2005-01-08,5,martes,junio,2007,15314.9
2005-01-09,6,miércoles,junio,2007,14928.8
2005-01-10,7,jueves,junio,2007,14725.9
2005-01-11,8,viernes,junio,2007,14816.5
2005-01-12,11,lunes,junio,2007,14940.6
2005-01-13,12,martes,junio,2007,14764.3
2005-01-14,13,miércoles,junio,2007,14829.8
2005-01-15,14,jueves,junio,2007,15078.4
2005-01-16,15,viernes,junio,2007,15252.1
2005-01-17,18,lunes,junio,2007,15103.6
2005-01-18,19,martes,junio,2007,15000.2
2005-01-19,20,miércoles,junio,2007,15035.7
2005-01-20,21,jueves,junio,2007,14882.4
2005-01-21,22,viernes,junio,2007,14784.9
2005-01-22,25,lunes,junio,2007,14848.3
2005-01-23,26,martes,junio,2007,14755.2
2005-01-24,27,miércoles,junio,2007,14681.7
2005-01-25,28,jueves,junio,2007,14819.9
2005-01-26,29,viernes,junio,2007,14892.0
2005-01-27,2,lunes,julio,2007,14804.7
2005-01-28,3,martes,julio,2007,14869.4
2005-01-29,4,miércoles,julio,2007,14989.7
2005-01-30,5,jueves,julio,2007,14907.4
2005-01-31,6,viernes,julio,2007,15058.3
2005-02-01,9,lunes,julio,2007,14974.7
2005-02-02,10,martes,julio,2007,14823.9
2005-02-03,11,miércoles,julio,2007,14766.2
2005-02-04,12,jueves,julio,2007,14941.8
2005-02-05,13,viernes,julio,2007,15023.5
2005-02-06,16,lunes,julio,2007,15110.4
2005-02-07,17,martes,julio,2007,15153.8
2005-02-08,18,miércoles,julio,2007,15058.6
2005-02-09,19,jueves,julio,2007,15207.3
2005-02-10,20,viernes,julio,2007,14930.1
2005-02-11,23,lunes,julio,2007,15056.7
2005-02-12,24,martes,julio,2007,14913.3
2005-02-13,25,miércoles,julio,2007,14937.7
2005-02-14,26,jueves,julio,2007,14540.4
2005-02-15,27,viernes,julio,2007,14587.5
2005-02-16,30,lunes,julio,2007,14507.9
2005-02-17,31,martes,julio,2007,14802.4
2005-02-18,1,miércoles,agosto,2007,14595.7
2005-02-19,2,jueves,agosto,2007,14678.6
2005-02-20,3,viernes,agosto,2007,14534.3
2005-02-21,6,lunes,agosto,2007,14432.1
2005-02-22,7,martes,agosto,2007,14652.9
2005-02-23,8,miércoles,agosto,2007,15004.2
2005-02-24,9,jueves,agosto,2007,14838.3
2005-02-25,10,viernes,agosto,2007,14453.9
2005-02-26,13,lunes,agosto,2007,14731.8
2005-02-27,14,martes,agosto,2007,14553.1
2005-02-28,15,miércoles,agosto,2007,14520.5
2005-03-01,16,jueves,agosto,2007,13979.7
2005-03-02,17,viernes,agosto,2007,14237.5
2005-03-03,20,lunes,agosto,2007,14269.1
2005-03-04,21,martes,agosto,2007,14239.8
2005-03-05,22,miércoles,agosto,2007,14359.2
2005-03-06,23,jueves,agosto,2007,14292.5
2005-03-07,24,viernes,agosto,2007,14334.4
2005-03-08,27,lunes,agosto,2007,14305.5
2005-03-09,28,martes,agosto,2007,14124.8
2005-03-10,29,miércoles,agosto,2007,14183.6
2005-03-11,30,jueves,agosto,2007,14313.4
2005-03-12,31,viernes,agosto,2007,14479.8
2005-03-13,3,lunes,septiembre,2007,14546.9
2005-03-14,4,martes,septiembre,2007,14590.1
2005-03-15,5,miércoles,septiembre,2007,14240.1
2005-03-16,6,jueves,septiembre,2007,14198.4
2005-03-17,7,viernes,septiembre,2007,13873.4
2005-03-18,10,lunes,septiembre,2007,13726.3
2005-03-19,11,martes,septiembre,2007,13965.5
2005-03-20,12,miércoles,septiembre,2007,13980.4
2005-03-21,13,jueves,septiembre,2007,14077.8
2005-03-22,14,viernes,septiembre,2007,13861.0
2005-03-23,17,lunes,septiembre,2007,13696.9
2005-03-24,18,martes,septiembre,2007,14042.0
2005-03-25,19,miércoles,septiembre,2007,14494.8
2005-03-26,20,jueves,septiembre,2007,14427.1
2005-03-27,21,viernes,septiembre,2007,14450.6
2005-03-28,24,lunes,septiembre,2007,14494.7
2005-03-29,25,martes,septiembre,2007,14311.9
2005-03-30,26,miércoles,septiembre,2007,14513.7
2005-03-31,27,jueves,septiembre,2007,14581.6
2005-04-01,28,viernes,septiembre,2007,14576.5
2005-04-02,1,lunes,octubre,2007,14603.0
2005-04-03,2,martes,octubre,2007,14790.0
2005-04-04,3,miércoles,octubre,2007,14783.8
2005-04-05,4,jueves,octubre,2007,14718.0
2005-04-06,5,viernes,octubre,2007,14892.1
2005-04-07,8,lunes,octubre,2007,14809.0
2005-04-08,9,martes,octubre,2007,14862.7
2005-04-09,10,miércoles,octubre,2007,14863.8
2005-04-10,11,jueves,octubre,2007,15100.0
2005-04-11,12,viernes,octubre,2007,15261.3
2005-04-12,15,lunes,octubre,2007,15187.5
2005-04-13,16,martes,octubre,2007,15279.7
2005-04-14,17,miércoles,octubre,2007,15430.5
2005-04-15,18,jueves,octubre,2007,15507.1
2005-04-16,19,viernes,octubre,2007,15529.7
2005-04-17,22,lunes,octubre,2007,15327.8
2005-04-18,23,martes,octubre,2007,15429.6
2005-04-19,24,miércoles,octubre,2007,15231.3
2005-04-20,25,jueves,octubre,2007,15386.0
2005-04-21,26,viernes,octubre,2007,15603.9
2005-04-22,29,lunes,octubre,2007,15738.1
2005-04-23,30,martes,octubre,2007,15782.5
2005-04-24,31,miércoles,octubre,2007,15890.5
2005-04-25,1,jueves,noviembre,2007,15759.6
2005-04-26,2,viernes,noviembre,2007,15823.7
2005-04-27,5,lunes,noviembre,2007,15825.9
2005-04-28,6,martes,noviembre,2007,15895.4
2005-04-29,7,miércoles,noviembre,2007,15841.9
2005-04-30,8,jueves,noviembre,2007,15945.7
2005-05-01,9,viernes,noviembre,2007,15731.2
2005-05-02,12,lunes,noviembre,2007,15774.7
2005-05-03,13,martes,noviembre,2007,15814.8
2005-05-04,14,miércoles,noviembre,2007,15808.9
2005-05-05,15,jueves,noviembre,2007,15725.8
2005-05-06,16,viernes,noviembre,2007,15769.0
2005-05-07,19,lunes,noviembre,2007,15539.3
2005-05-08,20,martes,noviembre,2007,15700.0
2005-05-09,21,miércoles,noviembre,2007,15364.5
2005-05-10,22,jueves,noviembre,2007,15317.1
2005-05-11,23,viernes,noviembre,2007,15392.2
2005-05-12,26,lunes,noviembre,2007,15330.2
2005-05-13,27,martes,noviembre,2007,15315.6
2005-05-14,28,miércoles,noviembre,2007,15566.5
2005-05-15,29,jueves,noviembre,2007,15656.6
2005-05-16,30,viernes,noviembre,2007,15759.9
2005-05-17,3,lunes,diciembre,2007,15735.0
2005-05-18,4,martes,diciembre,2007,15708.2
2005-05-19,5,miércoles,diciembre,2007,15802.2
2005-05-20,6,jueves,diciembre,2007,15695.9
2005-05-21,7,viernes,diciembre,2007,15819.6
2005-05-22,10,lunes,diciembre,2007,15832.7
2005-05-23,11,martes,diciembre,2007,15890.5
2005-05-24,12,miércoles,diciembre,2007,15860.0
2005-05-25,13,jueves,diciembre,2007,15499.2
2005-05-26,14,viernes,diciembre,2007,15575.7
2005-05-27,17,lunes,diciembre,2007,15318.5
2005-05-28,18,martes,diciembre,2007,15282.1
2005-05-29,19,miércoles,diciembre,2007,15177.1
2005-05-30,20,jueves,diciembre,2007,15140.2
2005-05-31,21,viernes,diciembre,2007,15289.3
2005-06-04,27,jueves,diciembre,2007,15256.2
2005-06-05,28,viernes,diciembre,2007,15182.3
2005-06-08,2,miércoles,enero,2008,15002.5
2005-06-09,3,jueves,enero,2008,14856.5
2005-06-10,4,viernes,enero,2008,14602.3
2005-06-11,7,lunes,enero,2008,14667.0
2005-06-12,8,martes,enero,2008,14670.5
2005-06-13,9,miércoles,enero,2008,14603.5
2005-06-14,10,jueves,enero,2008,14524.0
2005-06-15,11,viernes,enero,2008,14458.0
2005-06-16,14,lunes,enero,2008,14431.9
2005-06-17,15,martes,enero,2008,13945.2
2005-06-18,16,miércoles,enero,2008,13817.1
2005-06-19,17,jueves,enero,2008,13775.6
2005-06-20,18,viernes,enero,2008,13655.4
2005-06-21,21,lunes,enero,2008,12625.8
2005-06-22,22,martes,enero,2008,12839.7
2005-06-23,23,miércoles,enero,2008,12254.6
2005-06-24,24,jueves,enero,2008,13106.7
2005-06-25,25,viernes,enero,2008,13141.1
2005-06-26,28,lunes,enero,2008,13026.7
2005-06-27,29,martes,enero,2008,13246.6
2005-06-28,30,miércoles,enero,2008,13217.1
2005-06-29,31,jueves,enero,2008,13229.0
2005-06-30,1,viernes,febrero,2008,13494.7
2005-07-01,4,lunes,febrero,2008,13515.7
2005-07-02,5,martes,febrero,2008,12814.7
2005-07-03,6,miércoles,febrero,2008,13037.3
2005-07-04,7,jueves,febrero,2008,12889.5
2005-07-05,8,viernes,febrero,2008,12934.8
2005-07-06,11,lunes,febrero,2008,12818.8
2005-07-07,12,martes,febrero,2008,13254.7
2005-07-08,13,miércoles,febrero,2008,13266.7
2005-07-09,14,jueves,febrero,2008,13313.2
2005-07-10,15,viernes,febrero,2008,13073.9
2005-07-11,18,lunes,febrero,2008,13312.2
2005-07-12,19,martes,febrero,2008,13269.7
2005-07-13,20,miércoles,febrero,2008,13080.4
2005-07-14,21,jueves,febrero,2008,13173.0
2005-07-15,22,viernes,febrero,2008,13017.5
2005-07-16,25,lunes,febrero,2008,13156.6
2005-07-17,26,martes,febrero,2008,13436.6
2005-07-18,27,miércoles,febrero,2008,13454.3
2005-07-19,28,jueves,febrero,2008,13272.1
2005-07-20,29,viernes,febrero,2008,13170.4
2005-07-21,3,lunes,marzo,2008,12862.5
2005-07-22,4,martes,marzo,2008,12630.1
2005-07-23,5,miércoles,marzo,2008,12948.1
2005-07-24,6,jueves,marzo,2008,12803.3
2005-07-25,7,viernes,marzo,2008,12691.3
2005-07-26,10,lunes,marzo,2008,12655.0
2005-07-27,11,martes,marzo,2008,13056.1
2005-07-28,12,miércoles,marzo,2008,13131.3
2005-07-29,13,jueves,marzo,2008,13073.2
2005-07-30,14,viernes,marzo,2008,13021.4
2005-07-31,17,lunes,marzo,2008,12656.0
2005-08-01,18,martes,marzo,2008,13030.5
2005-08-02,19,miércoles,marzo,2008,12964.7
2005-08-03,20,jueves,marzo,2008,12964.2
2005-08-06,25,martes,marzo,2008,13434.2
2005-08-07,26,miércoles,marzo,2008,13403.0
2005-08-08,27,jueves,marzo,2008,13537.9
2005-08-09,28,viernes,marzo,2008,13442.4
2005-08-10,31,lunes,marzo,2008,13269.0
2005-08-11,1,martes,abril,2008,13699.1
2005-08-12,2,miércoles,abril,2008,13838.7
2005-08-13,3,jueves,abril,2008,13738.9
2005-08-14,4,viernes,abril,2008,13846.4
2005-08-15,7,lunes,abril,2008,13919.6
2005-08-16,8,martes,abril,2008,13759.4
2005-08-17,9,miércoles,abril,2008,13599.0
2005-08-18,10,jueves,abril,2008,13507.9
2005-08-19,11,viernes,abril,2008,13278.3
2005-08-20,14,lunes,abril,2008,13160.3
2005-08-21,15,martes,abril,2008,13408.9
2005-08-22,16,miércoles,abril,2008,13637.6
2005-08-23,17,jueves,abril,2008,13568.7
2005-08-24,18,viernes,abril,2008,13924.9
2005-08-25,21,lunes,abril,2008,13728.9
2005-08-26,22,martes,abril,2008,13593.4
2005-08-27,23,miércoles,abril,2008,13663.0
2005-08-28,24,jueves,abril,2008,13669.2
2005-08-29,25,viernes,abril,2008,13772.8
2005-08-30,28,lunes,abril,2008,13877.8
2005-08-31,29,martes,abril,2008,13707.2
2005-09-01,30,miércoles,abril,2008,13798.3
2005-09-03,2,viernes,mayo,2008,14060.0
2005-09-04,5,lunes,mayo,2008,14074.0
2005-09-05,6,martes,mayo,2008,14005.8
2005-09-06,7,miércoles,mayo,2008,14026.8
2005-09-07,8,jueves,mayo,2008,14074.0
2005-09-08,9,viernes,mayo,2008,13945.1
2005-09-09,12,lunes,mayo,2008,14053.9
2005-09-10,13,martes,mayo,2008,14016.4
2005-09-11,14,miércoles,mayo,2008,14187.2
2005-09-12,15,jueves,mayo,2008,14186.4
2005-09-13,16,viernes,mayo,2008,14124.8
2005-09-14,19,lunes,mayo,2008,14247.6
2005-09-15,20,martes,mayo,2008,13992.1
2005-09-16,21,miércoles,mayo,2008,13857.2
2005-09-17,22,jueves,mayo,2008,13852.0
2005-09-18,23,viernes,mayo,2008,13577.6
2005-09-19,26,lunes,mayo,2008,13583.7
2005-09-20,27,martes,mayo,2008,13451.4
2005-09-21,28,miércoles,mayo,2008,13499.2
2005-09-22,29,jueves,mayo,2008,13539.5
2005-09-23,30,viernes,mayo,2008,13600.9
2005-09-24,2,lunes,junio,2008,13300.0
2005-09-25,3,martes,junio,2008,13431.7
2005-09-26,4,miércoles,junio,2008,13341.2
2005-09-27,5,jueves,junio,2008,13239.3
2005-09-28,6,viernes,junio,2008,12909.8
2005-09-29,9,lunes,junio,2008,12823.9
2005-09-30,10,martes,junio,2008,12755.2
2005-10-01,11,miércoles,junio,2008,12584.3
2005-10-02,12,jueves,junio,2008,12853.3
2005-10-03,13,viernes,junio,2008,12998.7
2005-10-04,16,lunes,junio,2008,12826.6
2005-10-05,17,martes,junio,2008,12885.1
2005-10-06,18,miércoles,junio,2008,12631.5
2005-10-07,19,jueves,junio,2008,12585.0
2005-10-08,20,viernes,junio,2008,12412.5
2005-10-09,23,lunes,junio,2008,12403.4
2005-10-10,24,martes,junio,2008,12205.6
2005-10-11,25,miércoles,junio,2008,12446.1
2005-10-12,26,jueves,junio,2008,12077.7
2005-10-13,27,viernes,junio,2008,12089.8
2005-10-14,30,lunes,junio,2008,12046.2
2005-10-15,1,martes,julio,2008,11770.9
2005-10-16,2,miércoles,julio,2008,11856.9
2005-10-17,3,jueves,julio,2008,11980.1
2005-10-18,4,viernes,julio,2008,11765.9
2005-10-19,7,lunes,julio,2008,11982.2
2005-10-20,8,martes,julio,2008,11794.7
2005-10-21,9,miércoles,julio,2008,11999.8
2005-10-22,10,jueves,julio,2008,11739.5
2005-10-23,11,viernes,julio,2008,11383.5
2005-10-24,14,lunes,julio,2008,11443.0
2005-10-25,15,martes,julio,2008,11151.6
2005-10-26,16,miércoles,julio,2008,11287.7
2005-10-27,17,jueves,julio,2008,11642.1
2005-10-28,18,viernes,julio,2008,11895.3
2005-10-29,21,lunes,julio,2008,11784.6
2005-10-30,22,martes,julio,2008,11610.1
2005-10-31,23,miércoles,julio,2008,11934.9
2005-11-01,24,jueves,julio,2008,11675.1
2005-11-02,25,viernes,julio,2008,11589.9
2005-11-03,28,lunes,julio,2008,11484.6
2005-11-04,29,martes,julio,2008,11683.8
2005-11-05,30,miércoles,julio,2008,11817.9
2005-11-06,31,jueves,julio,2008,11881.3
2005-11-07,1,viernes,agosto,2008,11569.5
2005-11-08,4,lunes,agosto,2008,11447.6
2005-11-09,5,martes,agosto,2008,11751.4
2005-11-10,6,miércoles,agosto,2008,11774.4
2005-11-11,7,jueves,agosto,2008,11717.5
2005-11-12,8,viernes,agosto,2008,11799.9
2005-11-13,11,lunes,agosto,2008,12047.7
2005-11-14,12,martes,agosto,2008,11996.1
2005-11-15,13,miércoles,agosto,2008,11695.4
2005-11-16,14,jueves,agosto,2008,11606.8
2005-11-17,15,viernes,agosto,2008,11686.1
2005-11-18,18,lunes,agosto,2008,11677.5
2005-11-19,19,martes,agosto,2008,11335.3
2005-11-20,20,miércoles,agosto,2008,11379.9
2005-11-21,21,jueves,agosto,2008,11217.4
2005-11-22,22,viernes,agosto,2008,11497.3
2005-11-23,25,lunes,agosto,2008,11327.1
2005-11-24,26,martes,agosto,2008,11419.9
2005-11-25,27,miércoles,agosto,2008,11479.6
2005-11-26,28,jueves,agosto,2008,11662.6
2005-11-27,29,viernes,agosto,2008,11707.3
2005-11-28,1,lunes,septiembre,2008,11693.8
2005-11-29,2,martes,septiembre,2008,11903.9
2005-11-30,3,miércoles,septiembre,2008,11849.1
2005-12-01,4,jueves,septiembre,2008,11480.1
2005-12-02,5,viernes,septiembre,2008,11139.7
2005-12-03,8,lunes,septiembre,2008,11554.2
2005-12-04,9,martes,septiembre,2008,11350.0
2005-12-05,10,miércoles,septiembre,2008,11180.8
2005-12-06,11,jueves,septiembre,2008,11136.5
2005-12-07,12,viernes,septiembre,2008,11412.0
2005-12-08,15,lunes,septiembre,2008,10899.0
2005-12-09,16,martes,septiembre,2008,10911.5
2005-12-10,17,miércoles,septiembre,2008,10661.4
2005-12-11,18,jueves,septiembre,2008,10631.6
2005-12-12,19,viernes,septiembre,2008,11557.9
2005-12-13,22,lunes,septiembre,2008,11328.5
2005-12-14,23,martes,septiembre,2008,11176.5
2005-12-15,24,miércoles,septiembre,2008,11112.9
2005-12-16,25,jueves,septiembre,2008,11438.6
2005-12-17,26,viernes,septiembre,2008,11387.9
2005-12-18,29,lunes,septiembre,2008,10945.7
2005-12-19,30,martes,septiembre,2008,10987.5
2005-12-20,1,miércoles,octubre,2008,11182.5
2005-12-21,2,jueves,octubre,2008,11002.3
2005-12-22,3,viernes,octubre,2008,11418.5
2005-12-23,6,lunes,octubre,2008,10726.0
2005-12-24,7,martes,octubre,2008,10862.0
2005-12-25,8,miércoles,octubre,2008,10297.6
2005-12-26,9,jueves,octubre,2008,9902.9
2005-12-27,10,viernes,octubre,2008,8997.7
2005-12-28,13,lunes,octubre,2008,9955.7
2005-12-29,14,martes,octubre,2008,10224.5
2005-12-30,15,miércoles,octubre,2008,9706.8
2005-12-31,16,jueves,octubre,2008,9308.2
2006-01-01,17,viernes,octubre,2008,9655.2
2006-01-02,20,lunes,octubre,2008,9944.3
2006-01-03,21,martes,octubre,2008,9795.0
2006-01-04,22,miércoles,octubre,2008,8995.3
2006-01-05,23,jueves,octubre,2008,8811.2
2006-01-06,24,viernes,octubre,2008,8353.2
2006-01-07,27,lunes,octubre,2008,8009.9
2006-01-08,28,martes,octubre,2008,7905.4
2006-01-09,29,miércoles,octubre,2008,8650.1
2006-01-10,30,jueves,octubre,2008,8822.9
2006-01-11,31,viernes,octubre,2008,9116.0
2006-01-12,3,lunes,noviembre,2008,9231.8
2006-01-13,4,martes,noviembre,2008,9726.8
2006-01-14,5,miércoles,noviembre,2008,9744.7
2006-01-15,6,jueves,noviembre,2008,9133.9
2006-01-16,7,viernes,noviembre,2008,9343.5
2006-01-17,10,lunes,noviembre,2008,9293.8
2006-01-18,11,martes,noviembre,2008,8911.9
2006-01-19,12,miércoles,noviembre,2008,8646.8
2006-01-20,13,jueves,noviembre,2008,8740.6
2006-01-21,14,viernes,noviembre,2008,8832.2
2006-01-22,17,lunes,noviembre,2008,8498.8
2006-01-23,18,martes,noviembre,2008,8530.8
2006-01-24,19,miércoles,noviembre,2008,8211.5
2006-01-25,20,jueves,noviembre,2008,7988.4
2006-01-26,21,viernes,noviembre,2008,7974.4
2006-01-27,24,lunes,noviembre,2008,8622.6
2006-01-28,25,martes,noviembre,2008,8696.6
2006-01-29,26,miércoles,noviembre,2008,8654.1
2006-01-30,27,jueves,noviembre,2008,8849.3
2006-01-31,28,viernes,noviembre,2008,8910.6
2006-02-01,1,lunes,diciembre,2008,8510.5
2006-02-02,2,martes,diciembre,2008,8834.7
2006-02-03,3,miércoles,diciembre,2008,8879.9
2006-02-04,4,jueves,diciembre,2008,8836.1
2006-02-05,5,viernes,diciembre,2008,8491.2
2006-02-06,8,lunes,diciembre,2008,9036.5
2006-02-07,9,martes,diciembre,2008,9063.1
2006-02-08,10,miércoles,diciembre,2008,9152.4
2006-02-09,11,jueves,diciembre,2008,9182.6
2006-02-10,12,viernes,diciembre,2008,8975.5
2006-02-11,15,lunes,diciembre,2008,9023.9
2006-02-12,16,martes,diciembre,2008,9167.7
2006-02-13,17,miércoles,diciembre,2008,9196.9
2006-02-14,18,jueves,diciembre,2008,9257.8
2006-02-15,19,viernes,diciembre,2008,9268.4
2006-02-16,22,lunes,diciembre,2008,9098.9
2006-02-17,23,martes,diciembre,2008,9068.5
2006-02-21,29,lunes,diciembre,2008,9017.7
2006-02-22,30,martes,diciembre,2008,9195.8
2006-02-25,2,viernes,enero,2009,9486.3
2006-02-26,5,lunes,enero,2009,9644.1
2006-02-27,6,martes,enero,2009,9724.0
2006-02-28,7,miércoles,enero,2009,9570.0
2006-03-01,8,jueves,enero,2009,9469.5
2006-03-02,9,viernes,enero,2009,9378.5
2006-03-03,12,lunes,enero,2009,9199.9
2006-03-04,13,martes,enero,2009,9057.3
2006-03-05,14,miércoles,enero,2009,8692.7
2006-03-06,15,jueves,enero,2009,8611.1
2006-03-07,16,viernes,enero,2009,8620.1
2006-03-08,19,lunes,enero,2009,8494.8
2006-03-09,20,martes,enero,2009,8276.5
2006-03-10,21,miércoles,enero,2009,8230.7
2006-03-11,22,jueves,enero,2009,8159.3
2006-03-12,23,viernes,enero,2009,8172.8
2006-03-13,26,lunes,enero,2009,8375.2
2006-03-14,27,martes,enero,2009,8349.5
2006-03-15,28,miércoles,enero,2009,8701.5
2006-03-16,29,jueves,enero,2009,8477.4
2006-03-17,30,viernes,enero,2009,8450.4
2006-03-18,2,lunes,febrero,2009,8233.4
2006-03-19,3,martes,febrero,2009,8361.9
2006-03-20,4,miércoles,febrero,2009,8495.4
2006-03-21,5,jueves,febrero,2009,8440.2
2006-03-22,6,viernes,febrero,2009,8544.7
2006-03-23,9,lunes,febrero,2009,8584.8
2006-03-24,10,martes,febrero,2009,8397.3
2006-03-25,11,miércoles,febrero,2009,8355.8
2006-03-26,12,jueves,febrero,2009,8200.9
2006-03-27,13,viernes,febrero,2009,8265.5
2006-03-28,16,lunes,febrero,2009,8075.0
2006-03-29,17,martes,febrero,2009,7843.2
2006-03-30,18,miércoles,febrero,2009,7861.4
2006-03-31,19,jueves,febrero,2009,7875.9
2006-04-01,20,viernes,febrero,2009,7603.6
2006-04-02,23,lunes,febrero,2009,7540.4
2006-04-03,24,martes,febrero,2009,7483.4
2006-04-04,25,miércoles,febrero,2009,7512.1
2006-04-05,26,jueves,febrero,2009,7811.7
2006-04-06,27,viernes,febrero,2009,7620.9
2006-04-07,2,lunes,marzo,2009,7270.5
2006-04-08,3,martes,marzo,2009,7219.4
2006-04-09,4,miércoles,marzo,2009,7357.5
2006-04-10,5,jueves,marzo,2009,7025.9
2006-04-11,6,viernes,marzo,2009,6936.9
2006-04-12,9,lunes,marzo,2009,6817.4
2006-04-13,10,martes,marzo,2009,7153.3
2006-04-14,11,miércoles,marzo,2009,7204.7
2006-04-15,12,jueves,marzo,2009,7340.5
2006-04-16,13,viernes,marzo,2009,7427.8
2006-04-17,16,lunes,marzo,2009,7636.9
2006-04-18,17,martes,marzo,2009,7645.3
2006-04-19,18,miércoles,marzo,2009,7661.6
2006-04-20,19,jueves,marzo,2009,7701.6
2006-04-21,20,viernes,marzo,2009,7710.0
2006-04-22,23,lunes,marzo,2009,7952.3
2006-04-23,24,martes,marzo,2009,7989.5
2006-04-24,25,miércoles,marzo,2009,8072.4
2006-04-25,26,jueves,marzo,2009,8076.2
2006-04-26,27,viernes,marzo,2009,7927.6
2006-04-27,30,lunes,marzo,2009,7601.1
2006-04-28,31,martes,marzo,2009,7815.0
2006-04-29,1,miércoles,abril,2009,7961.0
2006-04-30,2,jueves,abril,2009,8334.7
2006-05-01,3,viernes,abril,2009,8319.9
2006-05-02,6,lunes,abril,2009,8321.1
2006-05-03,7,martes,abril,2009,8346.0
2006-05-04,8,miércoles,abril,2009,8404.7
2006-05-05,9,jueves,abril,2009,8704.8
2006-05-08,14,martes,abril,2009,8834.8
2006-05-09,15,miércoles,abril,2009,8711.9
2006-05-10,16,jueves,abril,2009,8874.5
2006-05-11,17,viernes,abril,2009,9030.9
2006-05-12,20,lunes,abril,2009,8718.2
2006-05-13,21,martes,abril,2009,8615.8
2006-05-14,22,miércoles,abril,2009,8834.1
2006-05-15,23,jueves,abril,2009,8769.2
2006-05-16,24,viernes,abril,2009,8888.2
2006-05-17,27,lunes,abril,2009,8777.0
2006-05-18,28,martes,abril,2009,8656.3
2006-05-19,29,miércoles,abril,2009,8891.3
2006-05-20,30,jueves,abril,2009,9038.0
2006-05-22,4,lunes,mayo,2009,9074.7
2006-05-23,5,martes,mayo,2009,9136.7
2006-05-24,6,miércoles,mayo,2009,9229.0
2006-05-25,7,jueves,mayo,2009,9228.9
2006-05-26,8,viernes,mayo,2009,9408.1
2006-05-27,11,lunes,mayo,2009,9316.8
2006-05-28,12,martes,mayo,2009,9269.0
2006-05-29,13,miércoles,mayo,2009,9000.6
2006-05-30,14,jueves,mayo,2009,8984.2
2006-05-31,15,viernes,mayo,2009,8978.6
